id,answer,image_id,image,user_uid,quiz_id,created_at,updated_at
1426,Sorpresa,6864,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdEFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--41eb7a8926bc82781e5f5d7c3253aeb1798a3c3d/mafalda_03_506_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:19 UTC,2021-08-19 16:02:19 UTC
1427,Otro,6865,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdEVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e3dedfa18647913e90d28b2eebf32ae49800d057/mafalda_03_506_2_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:21 UTC,2021-08-19 16:02:21 UTC
1428,Sorpresa,6866,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdElhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93f544eae3dd1aaac3938ab5d5e0614ba0757f38/mafalda_03_506_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:25 UTC,2021-08-19 16:02:25 UTC
1429,Enojo,6867,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdE1hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b6a9d2a5bee1fd34aab613214945bedaa6593ca8/mafalda_03_506_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:33 UTC,2021-08-19 16:02:33 UTC
1430,Otro,6868,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--51cc7ca26b1c5433aa2a4f3023584a6f35a7b31d/mafalda_03_506_3_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:38 UTC,2021-08-19 16:02:38 UTC
1431,Felicidad,6869,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--92633ff574ea1d37851d3706086b40a0b3841a7a/mafalda_03_507_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:02:42 UTC,2021-08-19 16:02:42 UTC
1432,Felicidad,6870,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFlhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f46c459da7aaa3672e60abccef4f9471359244f3/mafalda_03_507_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:04 UTC,2021-08-19 16:03:04 UTC
1433,Neutro,6871,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95f9b41d1a4aa1f71e01ed10e7e71f3c2da796b5/mafalda_03_507_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:07 UTC,2021-08-19 16:03:07 UTC
1434,Neutro,6872,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b304c4d52e33b4cb573579589a79d2e48147906d/mafalda_03_507_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:08 UTC,2021-08-19 16:03:08 UTC
1435,Sorpresa,6873,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGthIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a59a354cb7c70589f2700b3bdcb6693d019fa6f3/mafalda_03_507_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:11 UTC,2021-08-19 16:03:11 UTC
1436,Neutro,6884,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b43f9e55e5b68a8a824a4489812a79f058da1830/mafalda_03_508_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:17 UTC,2021-08-19 16:03:17 UTC
1437,Neutro,6885,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7407267e2363b4ecbecc9c0cc14193d6899c36e3/mafalda_03_509_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:19 UTC,2021-08-19 16:03:19 UTC
1438,Neutro,6886,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVlhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2a19ac5ca37e50c1396902035c8c9f9163127519/mafalda_03_509_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:20 UTC,2021-08-19 16:03:20 UTC
1439,Enojo,6887,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7744809f0921edf7d420c1ab0eaf7557dce0a52d/mafalda_03_509_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:23 UTC,2021-08-19 16:03:23 UTC
1440,Neutro,6888,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fb40f37582ebe22545f9cbcbd96293f39956c206/mafalda_03_509_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:25 UTC,2021-08-19 16:03:25 UTC
1441,Neutro,6889,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWthIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a9f7d3036e421d9a9e385b4009468d6315cbf150/mafalda_03_509_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:28 UTC,2021-08-19 16:03:28 UTC
1442,Neutro,6890,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdW9hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8bcacc3b8ae2f73983588f2b66ff2567a0d81733/mafalda_03_509_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:30 UTC,2021-08-19 16:03:30 UTC
1443,Neutro,6891,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8029a3533f9498d4423f9a7bc0c61b2c8c9e4465/mafalda_03_509_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:31 UTC,2021-08-19 16:03:31 UTC
1444,Sorpresa,6892,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2fab96f4f0599d9e42d20990f9085611968c5fc7/mafalda_03_509_4_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:37 UTC,2021-08-19 16:03:37 UTC
1445,Otro,6893,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTBhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a96d645c9565ee7d319e5ddeabd5b2214cf7f515/mafalda_03_509_4_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:40 UTC,2021-08-19 16:03:40 UTC
1446,Felicidad,6914,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0liIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--de7eede6b65d7521d52b9010091a74a40f241eff/mafalda_03_512_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:47 UTC,2021-08-19 16:03:47 UTC
1447,Otro,6915,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ01iIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7e5fc213376861bb7f61fb22dfc0a3c290ec7ecc/mafalda_03_512_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:49 UTC,2021-08-19 16:03:49 UTC
1448,Otro,6916,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1FiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6d761e7d23a7a2099305304e29b828a10205be6e/mafalda_03_512_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:51 UTC,2021-08-19 16:03:51 UTC
1449,Enojo,6917,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1ViIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3071e671d5865090a122ccdce3e94739aaf198e1/mafalda_03_512_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:56 UTC,2021-08-19 16:03:56 UTC
1450,Tristeza,6918,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1liIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a2ca63cc6835b1f7acd4fbce06df3d095a2070a0/mafalda_03_512_4_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:03:59 UTC,2021-08-19 16:03:59 UTC
1451,Neutro,6919,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2NiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--82a81ea2f6bd6e0d1f2e2b574b8dc20c48c3aea5/mafalda_03_512_4_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:01 UTC,2021-08-19 16:04:01 UTC
1452,Neutro,6920,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2diIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ce5d05384a070f74145c680bc334f725a383cf15/mafalda_03_513_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:03 UTC,2021-08-19 16:04:03 UTC
1454,Sorpresa,6922,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ29iIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8ac9da3a4d3f9859e89e0b88e3868a0440617c73/mafalda_03_513_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:11 UTC,2021-08-19 16:04:11 UTC
1455,Neutro,6923,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3NiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b0486f9b418dba714b7b1d949bd277fd5812b503/mafalda_03_513_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:13 UTC,2021-08-19 16:04:13 UTC
1458,Otro,6956,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXdiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5da197db35b2206efd80b46f1a41039f96b60506/mafalda_03_518_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:22 UTC,2021-08-19 16:04:22 UTC
1460,Sorpresa,6958,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTRiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--129954b7dee9b7fa24d6149c99a388e9362744cc/mafalda_03_518_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:30 UTC,2021-08-19 16:04:30 UTC
1463,Enojo,6961,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakViIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--55d94765b2ea879e499743e22337f58f76043b13/mafalda_03_518_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:39 UTC,2021-08-19 16:04:39 UTC
1464,Neutro,6962,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakliIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0f67f921ca5be5259664209f1d623ffa74759a00/mafalda_03_518_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:43 UTC,2021-08-19 16:04:43 UTC
1465,Neutro,6963,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak1iIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c3f0b9ed15a6027e2c01498e146d1054d77131ee/mafalda_03_519_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:46 UTC,2021-08-19 16:04:46 UTC
1468,Neutro,7006,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bfc4086a182dacfed5f8398e9b78e0a4ff821b41/mafalda_03_524_0_6.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:01 UTC,2021-08-19 16:05:01 UTC
1470,Neutro,7008,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUFiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c0775a4d8087a0c48fa80db63038dc1bcd9e6326/mafalda_03_524_0_8.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:05 UTC,2021-08-19 16:05:05 UTC
1473,Tristeza,7011,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbU1iIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--32d2255c3602a446cb11f2091289054ad407c422/mafalda_03_524_0_11.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:12 UTC,2021-08-19 16:05:12 UTC
1476,Disgusto,7064,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGdiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9d3c838e6c4f2faddb97762c1113b6f2fcf82bdb/mafalda_03_531_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:23 UTC,2021-08-19 16:05:23 UTC
1453,Neutro,6921,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2tiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b1e590ab9bc3da07a179ab0c6af6d4be5cfd599a/mafalda_03_513_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:08 UTC,2021-08-19 16:04:08 UTC
1456,Otro,6954,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW9iIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--28115d3566199e9e322b2f4c993a284883284c92/mafalda_03_518_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:17 UTC,2021-08-19 16:04:17 UTC
1457,Otro,6955,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXNiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ade6f1df8f787b4e2171141708d8c21371381b3b/mafalda_03_518_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:20 UTC,2021-08-19 16:04:20 UTC
1459,Enojo,6957,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTBiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--46c0e1093029cbbd0304ac429a2910c244e531a9/mafalda_03_518_1_3.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:26 UTC,2021-08-19 16:04:26 UTC
1461,Neutro,6959,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaThiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--88624b1aebf0d7fec9409cf21d30d3d1b6bcd7c0/mafalda_03_518_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:33 UTC,2021-08-19 16:04:33 UTC
1462,Otro,6960,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakFiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3fd22d58971919ef0ad83896fe269fdec2b115e0/mafalda_03_518_2_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:37 UTC,2021-08-19 16:04:37 UTC
1466,Otro,7004,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHdiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--822120e2cf798dbf90e9bf34b65c98e339dc82e6/mafalda_03_524_0_4.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:54 UTC,2021-08-19 16:04:54 UTC
1467,Otro,7005,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDBiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d5a5e369030a4628f1749bbbcb1ee4bb6137e7c9/mafalda_03_524_0_5.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:04:55 UTC,2021-08-19 16:04:55 UTC
1469,Sorpresa,7007,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDhiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4ed84b161ef58b1b54bf47d056c666b40dd514d8/mafalda_03_524_0_7.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:03 UTC,2021-08-19 16:05:03 UTC
1471,Tristeza,7009,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUViIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6938cd155cc4ba2c60eb0afd2449fc9e3d71b875/mafalda_03_524_0_9.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:08 UTC,2021-08-19 16:05:08 UTC
1472,Tristeza,7010,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUliIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0a36fbfcc514b8e93d4dde84aaa7eeaeaaa1b35/mafalda_03_524_0_10.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:09 UTC,2021-08-19 16:05:09 UTC
1474,Neutro,7012,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVFiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e2f12008db8b5701a3d955ab9f225963c2be28b3/mafalda_03_524_0_12.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:15 UTC,2021-08-19 16:05:15 UTC
1475,Neutro,7013,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVViIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--706b5b011f5ec047b39dde1eb2eb472a59718a24/mafalda_03_524_0_13.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-19 16:05:16 UTC,2021-08-19 16:05:16 UTC
1477,Disgusto,6655,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhaIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--be56c130fe5a2d7afadad74fd50de5dc8fbd019b/mafalda_03_481_0_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:38:51 UTC,2021-08-19 23:38:51 UTC
1478,Neutro,6656,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0FhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c8fd68462274a053abec84a997d3574e27385745/mafalda_03_481_1_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:39:07 UTC,2021-08-19 23:39:07 UTC
1479,Otro,6657,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0VhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--35d373477e0429164018ca70eb270dd31ddf61fe/mafalda_03_481_2_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:39:36 UTC,2021-08-19 23:39:36 UTC
1480,Sorpresa,6658,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0lhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1fcd6439aee6257fe8a6c3255b7a679c6669a3e9/mafalda_03_481_3_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:39:40 UTC,2021-08-19 23:39:40 UTC
1481,Neutro,6659,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ01hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3e67563c1f546e0ca8d4749bbf8892353f14101c/mafalda_03_481_4_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:39:51 UTC,2021-08-19 23:39:51 UTC
1482,Neutro,6660,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1FhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0fef9a7c5bf791bce0005d6905c1164f514326c0/mafalda_03_481_4_1.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:40:01 UTC,2021-08-19 23:40:01 UTC
1483,Neutro,6661,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1VhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9c8e1d76be391ce7773e99f7cc8aa7cae453a7f4/mafalda_03_482_0_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:40:44 UTC,2021-08-19 23:40:44 UTC
1484,Neutro,6662,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1lhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93edeceed08c2833842864f11db677764c4d09b1/mafalda_03_482_0_1.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:40:51 UTC,2021-08-19 23:40:51 UTC
1485,Otro,6663,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2NhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1be155b535e79a24bc675b5efced0eebf27ec53e/mafalda_03_482_1_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:04 UTC,2021-08-19 23:41:04 UTC
1486,Neutro,6664,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2dhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ef4ccd0633bcaecd323584aa151010bcd93b4b03/mafalda_03_482_1_1.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:08 UTC,2021-08-19 23:41:08 UTC
1487,Otro,6665,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2thIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f092cb93bc1e11fd6c32b5d3c61d5b6736813263/mafalda_03_482_2_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:15 UTC,2021-08-19 23:41:15 UTC
1488,Otro,6666,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ29hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--52544f342584805e8e0abecd5149c56058d27fab/mafalda_03_482_2_1.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:21 UTC,2021-08-19 23:41:21 UTC
1489,Otro,6667,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3NhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--82e734125fb588fc4c1a6f615ae006bc9b07ed00/mafalda_03_482_3_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:28 UTC,2021-08-19 23:41:28 UTC
1490,Tristeza,6668,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3dhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2393138e6d582d99f556c7afe8524fe9ab6545a9/mafalda_03_482_4_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:33 UTC,2021-08-19 23:41:33 UTC
1491,Tristeza,6669,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZzBhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4074f6ac6f2e8800841ccd980d7fa6ca779cee8a/mafalda_03_483_0_0.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:37 UTC,2021-08-19 23:41:37 UTC
1492,Otro,6670,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZzRhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f079042ddf88570255e6c77f3f2ae1df8c91cf64/mafalda_03_483_0_1.jpg,JolRe5ZD4adC01tk8Lqoxn1mdIG2,15,2021-08-19 23:41:40 UTC,2021-08-19 23:41:40 UTC
